order_id,customer_id,restaurant_id,partner_id,order_date,total_amount,payment_method,status
971,489,179,190,2026-02-18,1796.23,Cash,Delivered
972,130,40,30,2026-03-24,1849.73,Card,Cancelled
973,206,95,156,2026-04-01,1349.47,Cash,Delivered
974,16,218,20,2026-02-08,1680.26,UPI,Cancelled
975,280,244,132,2026-01-26,1691.8,Cash,Delivered
976,351,72,170,2026-01-29,1612.33,Cash,Cancelled
977,19,198,149,2026-02-12,231.3,Card,Delivered
978,9,56,89,2026-02-24,1884.47,UPI,Delivered
979,471,228,79,2026-02-21,1599.67,UPI,Delivered
980,289,295,184,2026-02-23,1730.28,Card,Delivered
981,101,49,66,2026-01-29,1284.93,Card,Cancelled
982,474,168,218,2026-04-01,674.73,Card,Delivered
983,233,113,142,2026-01-10,1339.62,Cash,Cancelled
984,484,184,294,2026-01-25,1417.35,Card,Delivered
985,500,180,166,2026-03-26,1809.85,Cash,Cancelled
986,46,194,98,2026-02-22,1526.42,Cash,Delivered
987,167,246,225,2026-01-28,208.94,UPI,Cancelled
988,262,200,37,2026-01-17,728.61,Cash,Delivered
989,165,198,244,2026-02-11,1835.9,Cash,Delivered
990,113,127,194,2026-02-02,1479.74,Card,Delivered
991,238,259,177,2026-02-08,1361.37,UPI,Delivered
992,256,10,17,2026-03-02,1995.42,Cash,Cancelled
993,105,218,191,2026-01-14,975.31,Card,Cancelled
994,256,94,263,2026-01-09,1437.34,UPI,Delivered
995,375,218,185,2026-01-13,595.73,Card,Cancelled
996,190,73,276,2026-03-18,1397.12,UPI,Cancelled
997,127,37,41,2026-03-12,564.32,Card,Cancelled
998,165,113,39,2026-01-05,973.36,UPI,Cancelled
999,415,245,121,2026-01-24,1945.78,Cash,Delivered
1000,86,232,58,2026-02-06,1961.15,UPI,Delivered
